ra,dec,Vhel,Vhel_error,mem
15.02095833,-33.73866667,119.8,0.5,1
15.01983333,-33.74477778,105.7,1.2,1
15.04195833,-33.74991667,102.4,1.5,1
15.02283333,-33.75055556,96,1.4,0.996
15.08016667,-33.76919444,120.4,1.6,1
15.075,-33.73691667,108,1.4,1
15.10125,-33.74763889,103.6,0.8,1
15.094375,-33.75038889,95,2.4,0.977
15.07925,-33.74797222,129.9,1.2,1
15.08808333,-33.75730556,111,0.9,1
15.086,-33.769,113.1,5.5,0.999
15.00208333,-33.84222222,111.5,4,1
14.99941667,-33.82619444,110,0.5,1
15.0105,-33.80005556,117.1,1.7,0.999
15.025125,-33.79655556,119.3,2.8,1
15.00041667,-33.78661111,113.4,4.7,1
14.99916667,-33.78019444,98,1.5,0.999
15.00154167,-33.77486111,115.5,1.2,1
15.020625,-33.77241667,109.2,0.8,1
14.97191667,-33.85819444,108.9,0.5,1
14.984125,-33.85761111,121.2,0.7,0.999
14.99208333,-33.84527778,118.6,1.4,1
14.98854167,-33.81383333,105.1,1.8,1
15.11358333,-33.71122222,116.2,1.5,1
15.095125,-33.77841667,125.7,1.1,1
15.09604167,-33.78977778,113.2,0.7,1
15.084125,-33.79311111,87,3,0.996
15.09041667,-33.80777778,105.8,1.4,1
15.13004167,-33.73752778,123.4,2.9,1
15.11929167,-33.76738889,111.6,2.8,1
15.1205,-33.77583333,112.7,1,1
15.11408333,-33.77677778,96.8,0.8,0.999
15.11033333,-33.79977778,114.2,0.8,1
15.108125,-33.81130556,124,2.2,1
15.10216667,-33.81611111,126.9,1.1,1
15.0215,-33.91330556,117.9,1.2,1
15.03920833,-33.91044444,121.8,1.1,1
15.05429167,-33.87483333,111.2,2.1,1
15.05770833,-33.84930556,91.7,1.6,0.998
15.0715,-33.83080556,98,1.4,1
15.018625,-33.89469444,123.6,0.7,1
15.01970833,-33.88508333,120.9,0.9,1
15.02225,-33.84822222,108.2,0.7,1
15.00666667,-33.83775,121.8,1.4,1
15.03695833,-33.80825,110.7,0.5,1
15.14779167,-33.71172222,106.6,0.4,1
15.13433333,-33.74916667,109.5,1.5,1
15.12916667,-33.78672222,113.9,3.3,1
15.11895833,-33.814,100.8,1,0.999
15.11320833,-33.81947222,115.4,1.1,1
15.15845833,-33.72602778,113.3,0.7,1
15.14883333,-33.76077778,114.3,1.9,1
15.14675,-33.76755556,111.8,0.9,1
15.13979167,-33.8085,115.6,1.2,0.999
15.13654167,-33.81969444,115.3,0.6,1
15.07908333,-33.94980556,104.7,1,1
15.08858333,-33.91575,115.3,1.1,1
15.10495833,-33.89552778,86.2,0.8,0.99
15.12083333,-33.86461111,126.3,1.7,1
